Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,CPA,Mis,Dis,Rec,PrgR,Season
669,Jonny Castro,ESP,DF,Wolves,28,1994,14.00,1003,53,342,444,227,13,1003,32,14,43.80,15,46.90,499,2623,1495,24,18,4,16,13,600,2023
670,Nathaniel Chalobah,ENG,MF,Fulham,27,1994,0.10,11,4,5,3,3,1,11,0,0,,0,,6,16,8,0,1,0,1,1,8,2023
671,Trevoh Chalobah,ENG,DF,Chelsea,23,1999,17.90,1369,135,602,604,167,23,1369,10,8,80.00,1,10.00,784,2679,1393,17,13,1,6,5,973,2023
672,Calum Chambers,ENG,"DF,MF",Aston Villa,27,1995,3.90,245,30,119,96,32,2,245,0,0,,0,,139,794,540,6,4,0,2,1,149,2023
673,Shea Charles,NIR,DF,Manchester City,18,2003,0.30,32,5,14,18,0,0,32,0,0,,0,,20,116,43,1,0,0,0,1,19,2023
674,Ben Chilwell,ENG,"DF,MF",Chelsea,25,1996,15.60,1133,23,284,426,426,36,1133,23,8,34.80,12,52.20,629,3401,1852,43,36,8,25,18,722,2023
675,Ryan Christie,SCO,"MF,FW",Bournemouth,27,1995,20.40,940,39,187,421,350,61,940,86,37,43.00,42,48.80,559,3396,1462,39,34,13,49,33,592,2023
676,Carney Chukwuemeka,ENG,"MF,FW",Chelsea,18,2003,3.90,262,5,47,106,112,17,262,11,6,54.50,5,45.50,154,1165,718,21,14,3,11,3,184,2023
677,Bobby Clark,ENG,MF,Liverpool,17,2005,0.10,7,0,0,0,7,1,7,1,0,0.00,1,100.00,3,3,0,0,0,0,2,0,3,2023
678,Nathaniel Clyne,ENG,DF,Crystal Palace,31,1991,18.20,971,44,313,475,186,3,971,12,5,41.70,5,41.70,423,1778,896,14,10,1,12,3,531,2023
679,Conor Coady,ENG,DF,Everton,29,1993,23.30,1363,238,795,547,29,10,1363,3,0,0.00,2,66.70,882,4154,2414,4,4,0,6,2,984,2023
680,Jack Colback,ENG,MF,Nott'ham Forest,32,1989,5.50,189,16,65,100,27,1,189,4,3,75.00,0,0.00,75,404,210,5,5,0,5,1,88,2023
681,Séamus Coleman,IRL,DF,Everton,33,1988,18.40,990,81,334,417,246,21,990,37,17,45.90,15,40.50,457,2049,925,13,10,3,30,6,481,2023
682,Nathan Collins,IRL,DF,Wolves,21,2001,20.20,1339,208,801,500,45,13,1339,8,7,87.50,0,0.00,724,3470,1799,11,9,2,9,8,922,2023
683,Levi Colwill,ENG,DF,Brighton,19,2003,13.60,1263,144,569,646,51,11,1263,1,1,100.00,0,0.00,845,4646,2952,16,10,0,7,4,921,2023
684,Lewis Cook,ENG,MF,Bournemouth,25,1997,19.10,935,67,290,472,184,9,935,20,8,40.00,10,50.00,427,2210,819,9,18,1,15,16,517,2023
685,Steve Cook,ENG,DF,Nott'ham Forest,31,1991,10.60,559,100,321,220,19,10,559,1,1,100.00,0,0.00,284,1293,577,1,3,0,3,2,350,2023
686,Liam Cooper,SCO,DF,Leeds United,30,1991,15.80,970,103,499,440,37,21,970,4,1,25.00,1,25.00,477,2172,913,3,3,1,9,1,501,2023
687,Maxwel Cornet,CIV,FW,West Ham,25,1996,2.70,140,3,18,50,72,11,140,5,2,40.00,3,60.00,83,310,140,9,2,5,9,5,103,2023
688,Diego Costa,ESP,FW,Wolves,33,1988,13.80,335,19,37,140,161,59,335,10,5,50.00,5,50.00,180,1019,342,19,9,11,23,26,245,2023
689,Vladimír Coufal,CZE,DF,West Ham,29,1992,23.70,1433,104,435,580,424,21,1433,17,3,17.60,6,35.30,578,3284,1710,53,33,2,25,21,665,2023
690,Philippe Coutinho,BRA,"MF,FW",Aston Villa,30,1992,8.80,500,2,34,259,213,24,500,34,14,41.20,15,44.10,309,1747,739,18,28,5,23,17,369,2023
691,Conor Coventry,IRL,"MF,FW",West Ham,22,2000,0.00,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2023
692,Matthew Craig,SCO,MF,Tottenham,19,2003,0.20,10,1,3,5,2,0,10,0,0,,0,,5,20,6,0,1,0,0,0,6,2023
693,Aaron Cresswell,ENG,DF,West Ham,32,1989,24.80,1607,97,507,668,438,13,1607,7,2,28.60,4,57.10,766,3497,1751,35,26,1,6,6,960,2023
694,Marc Cucurella,ESP,DF,Chelsea,24,1998,18.60,1490,63,470,672,358,12,1490,14,5,35.70,6,42.90,787,3205,1797,30,20,2,14,6,906,2023
695,Matheus Cunha,BRA,FW,Wolves,23,1999,10.70,372,14,66,170,147,45,372,39,26,66.70,8,20.50,195,1119,459,16,6,7,31,13,224,2023
696,Patson Daka,ZAM,FW,Leicester City,23,1998,13.20,444,13,42,175,230,58,444,18,7,38.90,8,44.40,207,1090,461,18,8,11,46,19,288,2023
697,Diogo Dalot,POR,DF,Manchester Utd,23,1999,23.90,1673,125,580,714,390,38,1673,35,21,60.00,7,20.00,878,4258,2161,46,32,12,18,5,994,2023
698,Mikkel Damsgaard,DEN,"MF,FW",Brentford,22,2000,11.00,529,9,104,268,166,27,529,23,9,39.10,9,39.10,279,1075,574,9,9,1,15,6,307,2023
699,Danilo,BRA,MF,Nott'ham Forest,21,2001,10.80,383,26,118,182,92,21,383,19,14,73.70,4,21.10,171,815,439,13,9,6,20,8,171,2023
700,Arnaut Danjuma,NED,"FW,MF",Tottenham,25,1997,1.90,72,1,5,35,32,8,72,6,3,50.00,3,50.00,44,233,128,5,2,2,1,3,58,2023
701,Josh Dasilva,ENG,MF,Brentford,23,1998,15.40,770,17,144,342,298,32,770,56,32,57.10,15,26.80,536,3392,1631,60,43,9,28,29,562,2023
702,David Datro Fofana,CIV,FW,Chelsea,19,2002,0.80,33,1,2,10,22,7,33,8,5,62.50,2,25.00,24,119,45,2,2,3,9,3,23,2023
703,Ben Davies,WAL,DF,Tottenham,29,1993,25.40,1482,95,514,749,223,29,1482,15,5,33.30,7,46.70,835,4386,2692,39,33,4,11,5,1012,2023
704,Tom Davies,ENG,MF,Everton,24,1998,6.00,309,13,74,183,54,15,309,6,3,50.00,3,50.00,150,616,253,2,1,0,17,4,201,2023
705,Craig Dawson,ENG,DF,West Ham,32,1990,8.00,380,53,211,142,28,14,380,1,0,0.00,1,100.00,193,1042,600,0,5,0,2,4,216,2023
706,Craig Dawson,ENG,DF,Wolves,32,1990,15.70,1084,182,619,437,32,15,1084,4,3,75.00,0,0.00,628,2615,1323,5,3,0,5,2,748,2023
707,Kevin De Bruyne,BEL,MF,Manchester City,31,1991,26.90,1860,13,100,743,1041,100,1860,61,32,52.50,19,31.10,1129,5721,3415,100,81,16,42,29,1445,2023
708,Siriki Dembélé,CIV,"FW,MF",Bournemouth,25,1996,1.20,71,1,10,30,33,3,71,10,6,60.00,3,30.00,47,311,160,5,2,1,9,5,50,2023
709,Leander Dendoncker,BEL,MF,Aston Villa,27,1995,7.70,365,21,102,219,46,7,365,5,3,60.00,2,40.00,171,852,271,1,6,1,8,3,207,2023
710,Leander Dendoncker,BEL,MF,Wolves,27,1995,2.40,128,6,33,75,21,5,128,2,1,50.00,1,50.00,60,205,77,1,0,0,2,2,77,2023
711,Emmanuel Dennis,NGA,"FW,MF",Nott'ham Forest,24,1997,8.00,335,5,55,118,177,40,335,54,19,35.20,26,48.10,211,1512,840,24,15,8,32,25,219,2023
712,Halil Dervi?o?lu,TUR,MF,Brentford,22,1999,0.10,1,0,0,0,1,0,1,0,0,,0,,2,13,0,0,0,1,0,1,2,2023
713,Kiernan Dewsbury-Hall,ENG,MF,Leicester City,23,1998,25.60,1490,48,279,796,443,50,1490,76,42,55.30,26,34.20,903,5218,2559,68,36,16,73,32,1038,2023
714,Ibrahima Diallo,FRA,MF,Southampton,23,1999,9.10,499,18,128,308,74,4,499,13,8,61.50,5,38.50,287,1445,710,9,4,0,16,9,294,2023
715,Rúben Dias,POR,DF,Manchester City,25,1997,22.20,2237,176,881,1280,83,22,2237,10,8,80.00,1,10.00,1497,8194,5025,14,22,1,1,4,1791,2023
716,Luis Díaz,COL,FW,Liverpool,25,1997,11.10,618,4,47,247,336,77,618,65,32,49.20,25,38.50,440,2944,1303,39,31,22,30,37,500,2023
717,Eric Dier,ENG,DF,Tottenham,28,1994,31.30,2274,370,1333,866,84,25,2274,6,3,50.00,2,33.30,1368,6183,2851,9,9,1,10,3,1600,2023
718,Lucas Digne,FRA,DF,Aston Villa,29,1993,16.70,1096,64,365,396,342,24,1096,18,3,16.70,11,61.10,552,2363,1262,29,14,2,16,12,625,2023
719,Issa Diop,FRA,DF,Fulham,25,1997,22.40,1606,191,828,762,28,9,1606,7,5,71.40,1,14.30,1026,6704,4207,13,6,0,10,1,1115,2023
720,Moussa Djenepo,MLI,"DF,FW",Southampton,24,1998,7.90,358,16,103,158,102,16,358,42,19,45.20,17,40.50,197,1423,726,27,11,6,15,7,182,2023
721,Ben Doak,SCO,FW,Liverpool,16,2005,0.30,22,0,4,10,10,2,22,4,0,0.00,4,100.00,16,182,51,1,3,2,1,0,15,2023
722,Matt Doherty,IRL,"DF,MF",Tottenham,30,1992,7.40,500,27,144,184,172,24,500,12,5,41.70,4,33.30,247,953,443,16,5,2,12,3,306,2023
723,Abdoulaye Doucouré,MLI,MF,Everton,29,1993,17.00,713,18,156,327,242,45,713,33,20,60.60,11,33.30,371,1689,896,23,16,7,27,13,440,2023
724,Cheick Doucouré,MLI,MF,Crystal Palace,22,2000,30.80,1577,94,444,894,255,15,1577,21,15,71.40,6,28.60,761,3761,1761,18,25,1,28,20,884,2023
725,Flynn Downes,ENG,MF,West Ham,23,1999,8.50,405,14,74,265,68,5,405,2,1,50.00,0,0.00,224,1041,364,3,5,1,11,6,276,2023
726,Kami Doyle,ENG,MF,Southampton,16,2005,0.10,6,0,2,3,1,0,6,1,0,0.00,1,100.00,4,12,1,0,0,0,0,1,7,2023
727,Cody Drameh,ENG,DF,Leeds United,20,2001,0.80,44,1,7,26,11,0,44,1,1,100.00,0,0.00,17,48,10,0,1,0,1,1,23,2023
728,Martin Dúbravka,SVK,GK,Newcastle Utd,33,1989,1.70,59,55,59,0,0,0,59,0,0,,0,,38,190,103,0,0,0,0,0,23,2023
729,Shane Duffy,IRL,"DF,FW",Fulham,30,1992,0.20,22,3,13,9,1,1,22,1,1,100.00,0,0.00,9,41,18,0,0,0,1,0,12,2023
730,Lewis Dunk,ENG,DF,Brighton,30,1991,36.00,3461,428,1665,1712,97,34,3461,5,4,80.00,0,0.00,2294,11410,6327,19,21,0,13,5,2586,2023
731,Jáder Durán,COL,"FW,MF",Aston Villa,18,2003,1.50,57,3,3,26,29,6,57,2,1,50.00,1,50.00,33,205,123,4,5,1,8,3,41,2023
732,Malcolm Ebiowei,ENG,"MF,FW",Crystal Palace,18,2003,0.40,21,0,1,8,12,2,21,5,2,40.00,3,60.00,14,107,30,2,1,0,5,0,15,2023
733,Ederson,BRA,GK,Manchester City,28,1993,35.00,1302,1049,1295,9,0,0,1302,0,0,,0,,869,4059,2429,0,0,0,0,0,833,2023
734,Odsonne Édouard,FRA,FW,Crystal Palace,24,1998,20.00,672,25,68,317,293,95,672,46,16,34.80,28,60.90,354,1637,633,29,21,21,60,51,479,2023
735,Samuel Edozie,ENG,"FW,MF",Southampton,19,2003,6.30,278,4,48,86,148,32,278,37,12,32.40,16,43.20,183,1551,741,26,21,13,24,12,188,2023
736,Anthony Elanga,SWE,FW,Manchester Utd,20,2002,4.70,197,4,26,71,100,28,197,15,5,33.30,7,46.70,109,656,276,12,3,7,13,7,139,2023
737,Harvey Elliott,ENG,"MF,FW",Liverpool,19,2003,17.90,1194,14,147,566,491,50,1194,42,19,45.20,15,35.70,759,3981,1943,54,40,10,26,23,867,2023
738,Mohamed Elneny,EGY,MF,Arsenal,30,1992,1.30,63,2,11,42,11,0,63,0,0,,0,,38,134,37,1,0,0,0,0,49,2023
739,Mohamed Elyounoussi,NOR,"MF,FW",Southampton,27,1994,24.10,952,60,204,399,362,54,952,48,25,52.10,20,41.70,484,3141,1463,56,41,12,38,38,533,2023
740,Emerson,BRA,DF,Tottenham,23,1999,19.30,1323,101,481,505,346,46,1323,31,15,48.40,9,29.00,672,3662,2046,47,32,6,22,19,775,2023
741,Julio Enciso,PAR,"FW,MF",Brighton,18,2004,9.00,396,2,22,155,228,49,396,64,32,50.00,25,39.10,241,1768,1013,39,29,17,19,20,292,2023
742,Christian Eriksen,DEN,MF,Manchester Utd,30,1992,22.80,1644,43,269,914,465,35,1644,17,8,47.10,9,52.90,967,3499,1756,23,24,3,24,19,1220,2023
743,Pervis Estupiñán,ECU,DF,Brighton,24,1998,29.70,2211,82,506,1076,649,71,2211,42,19,45.20,18,42.90,1292,6134,3440,91,55,15,38,29,1434,2023
744,Jonny Evans,NIR,DF,Leicester City,34,1988,11.70,906,137,474,424,9,2,906,0,0,,0,,529,2218,1206,6,4,0,5,0,629,2023
745,Eberechi Eze,ENG,"MF,FW",Crystal Palace,24,1998,29.30,1515,20,212,735,602,84,1514,122,71,58.20,41,33.60,889,5017,2398,69,57,28,71,54,999,2023
746,?ukasz Fabia?ski,POL,GK,West Ham,37,1985,34.60,1005,871,1000,5,0,0,1005,0,0,,0,,506,3330,2146,0,0,0,3,0,350,2023
747,Fabinho,BRA,MF,Liverpool,28,1993,29.70,2092,83,456,1314,325,21,2092,15,7,46.70,4,26.70,1184,4669,1913,15,28,1,17,12,1493,2023
748,Wout Faes,BEL,DF,Leicester City,24,1998,31.00,2177,357,1230,916,44,19,2177,12,9,75.00,3,25.00,1262,6476,3606,11,7,0,15,5,1436,2023
749,Felipe,BRA,DF,Nott'ham Forest,33,1989,15.80,798,163,477,275,59,36,798,18,14,77.80,3,16.70,391,2137,1182,3,3,0,12,4,386,2023
750,João Félix,POR,"FW,MF",Chelsea,22,1999,10.50,497,0,30,223,249,46,497,60,22,36.70,28,46.70,326,2092,1099,34,40,9,22,8,399,2023
751,Evan Ferguson,IRL,FW,Brighton,17,2004,10.60,344,10,27,165,155,39,344,14,8,57.10,5,35.70,203,884,309,11,4,8,29,20,256,2023
752,Bruno Fernandes,POR,"MF,FW",Manchester Utd,27,1994,36.80,2408,68,386,966,1078,149,2406,66,32,48.50,28,42.40,1385,6213,3272,89,68,28,42,42,1689,2023
753,Enzo Fernández,ARG,MF,Chelsea,21,2001,17.20,1616,45,351,1000,280,9,1616,32,17,53.10,13,40.60,1097,4757,2023,22,28,1,25,13,1257,2023
754,Roberto Firmino,BRA,"FW,MF",Liverpool,30,1991,13.50,735,3,69,375,295,84,735,24,13,54.20,10,41.70,423,1757,742,16,14,7,38,23,565,2023
755,Junior Firpo,DOM,DF,Leeds United,25,1996,15.20,792,48,286,368,146,13,792,15,6,40.00,9,60.00,352,1465,785,20,16,1,9,9,367,2023
756,Phil Foden,ENG,FW,Manchester City,22,2000,20.50,1324,20,116,433,790,131,1324,81,40,49.40,31,38.30,891,4578,2141,68,43,25,34,29,1051,2023
757,Wesley Fofana,FRA,DF,Leicester City,21,2000,2.00,169,11,68,97,7,3,169,3,2,66.70,0,0.00,116,647,365,3,5,2,3,0,115,2023
758,Wesley Fofana,FRA,DF,Chelsea,21,2000,13.10,1013,97,424,509,85,10,1013,13,8,61.50,1,7.70,686,4197,2489,29,20,1,9,6,735,2023
759,Pablo Fornals,ESP,"FW,MF",West Ham,26,1996,16.70,917,16,144,424,360,36,917,23,12,52.20,10,43.50,500,2480,1255,33,24,12,21,15,616,2023
760,Adam Forshaw,ENG,MF,Leeds United,30,1991,5.30,293,7,64,171,62,1,293,11,8,72.70,3,27.30,179,1085,360,4,8,0,6,8,186,2023
761,Fraser Forster,ENG,GK,Tottenham,34,1988,13.50,395,352,392,3,0,0,395,0,0,,0,,203,1098,616,0,0,0,1,0,148,2023
762,Tyrese Francois,AUS,FW,Fulham,22,2000,0.00,5,0,1,3,1,0,5,0,0,,0,,1,0,0,0,0,0,1,0,2,2023
763,Ryan Fraser,SCO,FW,Newcastle Utd,28,1994,3.50,147,1,18,51,80,9,147,2,1,50.00,0,0.00,94,600,322,8,7,1,7,1,107,2023
764,Fred,BRA,MF,Manchester Utd,29,1993,13.90,999,38,250,483,279,37,999,32,12,37.50,15,46.90,537,2158,1034,10,17,3,26,16,614,2023
765,Ryan Fredericks,ENG,DF,Bournemouth,29,1992,5.90,279,33,88,109,84,7,279,10,3,30.00,5,50.00,120,725,395,13,9,2,4,3,152,2023
766,Remo Freuler,SUI,MF,Nott'ham Forest,30,1992,24.00,1058,71,360,537,167,13,1058,12,6,50.00,4,33.30,491,2192,959,7,11,0,20,8,557,2023
767,Cody Gakpo,NED,"FW,MF",Liverpool,23,1999,16.20,591,6,42,266,298,76,591,48,23,47.90,13,27.10,374,2069,1134,36,32,12,43,36,448,2023
768,Conor Gallagher,ENG,MF,Chelsea,22,2000,18.00,1134,32,198,529,421,59,1134,55,24,43.60,23,41.80,700,3523,1394,40,40,12,36,36,778,2023
769,Idrissa Gana Gueye,SEN,MF,Everton,32,1989,28.60,1563,77,451,893,237,11,1563,35,19,54.30,9,25.70,821,3942,1829,27,26,3,31,18,845,2023
770,Alejandro Garnacho,ARG,"FW,MF",Manchester Utd,18,2004,6.30,305,3,29,84,196,59,305,44,12,27.30,27,61.40,220,1666,896,33,27,28,27,14,235,2023
771,James Garner,ENG,"MF,DF",Everton,21,2001,8.90,441,22,97,201,150,9,441,14,7,50.00,6,42.90,216,1185,564,8,9,1,11,3,225,2023
772,David de Gea,ESP,GK,Manchester Utd,31,1990,38.00,1302,1116,1297,5,0,0,1302,0,0,,0,,781,3589,2147,0,0,0,0,0,783,2023
773,Joe Gelhardt,ENG,FW,Leeds United,20,2002,2.40,115,4,10,52,54,14,115,9,1,11.10,7,77.80,68,189,66,2,2,2,9,7,84,2023
774,Saman Ghoddos,IRN,"MF,FW",Brentford,28,1993,1.50,98,7,23,38,40,3,98,2,0,0.00,2,100.00,42,164,92,1,2,0,3,1,44,2023
775,Morgan Gibbs-White,ENG,"FW,MF",Wolves,22,2000,2.00,119,1,18,53,49,4,119,8,2,25.00,5,62.50,62,257,137,4,3,1,3,1,82,2023
776,Morgan Gibbs-White,ENG,"MF,FW",Nott'ham Forest,22,2000,33.00,1447,20,169,626,680,76,1445,96,47,49.00,43,44.80,764,4463,2187,69,62,19,91,44,902,2023
777,Bryan Gil,ESP,"MF,FW",Tottenham,21,2001,1.60,80,1,13,30,37,2,80,5,2,40.00,3,60.00,55,337,145,4,3,0,5,3,61,2023
778,Billy Gilmour,SCO,MF,Brighton,21,2001,5.60,453,15,112,276,71,4,453,6,2,33.30,2,33.30,248,1157,583,5,8,1,6,5,350,2023
779,Wilfried Gnonto,ITA,"FW,MF",Leeds United,18,2003,15.00,719,12,95,248,393,43,719,77,21,27.30,43,55.80,484,3356,1715,66,37,17,30,19,508,2023
780,Ben Godfrey,ENG,DF,Everton,24,1998,8.90,391,55,159,175,63,8,391,8,3,37.50,3,37.50,162,830,426,9,8,0,12,3,159,2023
781,João Gomes,BRA,MF,Wolves,21,2001,7.30,409,19,118,212,80,5,409,19,8,42.10,7,36.80,185,922,416,7,6,1,7,5,223,2023
782,Toti Gomes,POR,DF,Wolves,23,1999,10.90,688,86,313,278,100,15,688,16,9,56.30,6,37.50,332,1521,924,4,11,0,6,3,402,2023
783,Joe Gomez,ENG,DF,Liverpool,25,1997,16.30,1521,114,602,851,76,6,1521,5,4,80.00,1,20.00,1005,4826,2616,15,12,0,13,5,1040,2023
784,Sergio Gómez,ESP,"DF,MF",Manchester City,21,2000,3.90,358,16,75,198,87,10,358,3,0,0.00,3,100.00,203,1018,520,10,10,1,7,3,274,2023
785,Anthony Gordon,ENG,"FW,MF",Newcastle Utd,21,2001,5.40,275,5,30,112,135,27,275,21,7,33.30,13,61.90,169,1192,516,20,13,11,19,5,196,2023
786,Anthony Gordon,ENG,FW,Everton,21,2001,12.20,464,13,87,165,218,47,464,45,11,24.40,29,64.40,252,1875,704,28,23,13,32,23,290,2023
787,Demarai Gray,JAM,"FW,MF",Everton,26,1996,27.90,1181,22,110,441,652,104,1179,95,36,37.90,42,44.20,720,5100,2465,94,62,48,86,66,781,2023
788,Jack Grealish,ENG,FW,Manchester City,26,1995,22.80,1308,20,141,421,772,136,1308,110,45,40.90,28,25.50,957,8506,3982,143,83,63,36,29,1065,2023
789,Sam Greenwood,ENG,"MF,FW",Leeds United,20,2002,4.70,255,7,45,112,103,5,255,8,3,37.50,4,50.00,117,578,305,7,8,1,6,7,119,2023
790,Pascal Groß,GER,"MF,DF",Brighton,31,1991,36.00,2602,77,466,1225,924,98,2602,33,17,51.50,13,39.40,1453,6723,3125,62,52,8,39,18,1832,2023
791,Vicente Guaita,ESP,GK,Crystal Palace,35,1987,27.00,895,785,893,2,0,0,895,0,0,,0,,507,2657,1704,0,0,0,1,0,383,2023
792,Gonçalo Guedes,POR,"FW,MF",Wolves,25,1996,7.90,280,3,28,105,153,30,280,15,5,33.30,7,46.70,174,1303,644,20,12,7,17,7,199,2023
793,Marc Guéhi,ENG,DF,Crystal Palace,22,2000,37.00,2557,369,1415,1078,74,28,2557,21,14,66.70,3,14.30,1511,7181,4034,17,14,0,17,7,1690,2023
794,Bruno Guimarães,BRA,MF,Newcastle Utd,24,1997,30.30,2014,59,392,1076,575,50,2014,92,45,48.90,26,28.30,1321,7248,2911,41,47,5,46,60,1503,2023
795,?lkay Gündo?an,GER,MF,Manchester City,31,1990,26.10,1806,31,243,975,596,88,1805,42,16,38.10,18,42.90,1072,5457,2628,53,44,7,28,27,1425,2023
796,Darko Gyabi,ENG,FW,Leeds United,18,2004,0.10,8,0,1,4,3,1,8,1,0,0.00,0,0.00,4,5,3,0,0,0,1,0,2,2023
797,Erling Haaland,NOR,FW,Manchester City,22,2000,30.80,763,18,39,290,435,217,756,32,11,34.40,18,56.30,405,2020,761,35,10,25,51,26,583,2023
798,Lewis Hall,ENG,DF,Chelsea,17,2004,7.30,533,22,165,207,167,21,533,27,11,40.70,13,48.10,320,1627,848,19,9,6,16,7,351,2023
799,Luke Harris,WAL,"MF,FW",Fulham,17,2005,0.10,14,0,0,8,6,0,14,0,0,,0,,9,46,14,0,0,0,0,1,13,2023
800,Jack Harrison,ENG,"FW,MF",Leeds United,25,1996,30.10,1556,31,192,549,836,81,1556,118,48,40.70,59,50.00,959,5271,2584,103,56,24,92,61,1037,2023
801,Kai Havertz,GER,"FW,MF",Chelsea,23,1999,28.50,1258,46,108,519,640,165,1257,61,18,29.50,38,62.30,728,3741,1483,59,33,30,79,36,946,2023
802,Jan Paul van Hecke,NED,DF,Brighton,22,2000,3.30,288,27,120,155,13,2,288,0,0,,0,,187,1104,635,3,5,0,1,0,213,2023
